"id","publi_name","article_id","study_id","type","param","trend","sign_trend","unit_trend","azimuth","sign_azim","unit_azim","start","end","dur","observation","hemisphere","hor","lat","lon","ele","bat","le","te","o","eco","tax","n","sampling","nperiodes","first_year","last_year","data","uncertainty_distribution","uncertainty_parameter","grain_size","id_area","id_latitude","baseline_temp","trend_mean","trend_sd","trend_nb_pixels","v_lat_mean","v_lat_sd","v_lat_nb_pixels","ele_gradient","v_ele_mean","v_ele_sd","shift","unit","old_name","taxo_level","checkedby","kingdom","phylum","class","order","family","genus","species","new_name","group","temp","valid_species_name"
"A10_P1","Meleagris_gallopavo","A10","P1","LAT","O",39.34,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,39.34,"km/year","Meleagris_gallopavo","Species","Lise","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","gallopavo","Meleagris_gallopavo","vertebrate","endotherme","yes"
"A10_P1","Bubulcus_ibis","A10","P1","LAT","O",7.12,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,7.12,"km/year","Bubulcus_ibis","Species","Lise","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Bubulcus","ibis","Bubulcus_ibis","vertebrate","endotherme","yes"
"A10_P1","Passerella_iliaca","A10","P1","LAT","O",6.83,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,6.83,"km/year","Passerella_iliaca","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Passerella","iliaca","Passerella_iliaca","vertebrate","endotherme","yes"
"A10_P1","Sayornis_nigricans","A10","P1","LAT","O",-1.29,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-1.29,"km/year","Sayornis_nigricans","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","nigricans","Sayornis_nigricans","vertebrate","endotherme","yes"
"A10_P1","Coragyps_atratus","A10","P1","LAT","O",0.99,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.99,"km/year","Coragyps_atratus","Species","Lise","Animalia","Chordata","Aves","Ciconiiformes","Cathartidae","Coragyps","atratus","Coragyps_atratus","vertebrate","endotherme","yes"
"A10_P1","Chondestes_grammacus","A10","P1","LAT","O",-1.02,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-1.02,"km/year","Chondestes_grammacus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Chondestes","grammacus","Chondestes_grammacus","vertebrate","endotherme","yes"
"A10_P1","Cardinalis_sinuatus","A10","P1","LAT","O",0.78,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.78,"km/year","Cardinalis_sinuatus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Cardinalis","sinuatus","Cardinalis_sinuatus","vertebrate","endotherme","yes"
"A10_P1","Molothrus_aeneus","A10","P1","LAT","LE",-1.88,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-1.88,"km/year","Molothrus_aeneus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","aeneus","Molothrus_aeneus","vertebrate","endotherme","yes"
"A10_P1","Dendrocygna_autumnalis","A10","P1","LAT","O",2.37,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,2.37,"km/year","Dendrocygna_autumnalis","Species","Lise","Animalia","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","autumnalis","Dendrocygna_autumnalis","vertebrate","endotherme","yes"
"A10_P1","Buteo_lineatus","A10","P1","LAT","O",2.96,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,2.96,"km/year","Buteo_lineatus","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Buteo","lineatus","Buteo_lineatus","vertebrate","endotherme","yes"
"A10_P1","Eudocimus_albus","A10","P1","LAT","O",-0.04,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.04,"km/year","Eudocimus_albus","Species","Lise","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Eudocimus","albus","Eudocimus_albus","vertebrate","endotherme","yes"
"A10_P1","Chondestes_grammacus","A10","P1","LAT","LE",-0.59,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.59,"km/year","Chondestes_grammacus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Chondestes","grammacus","Chondestes_grammacus","vertebrate","endotherme","yes"
"A10_P1","Mniotilta_varia","A10","P1","LAT","O",0.24,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.24,"km/year","Mniotilta_varia","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Parulidae","Mniotilta","varia","Mniotilta_varia","vertebrate","endotherme","yes"
"A10_P1","Ardea_alba","A10","P1","LAT","O",-1.85,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-1.85,"km/year","Ardea_alba","Species","Lise","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","alba","Ardea_alba","vertebrate","endotherme","yes"
"A10_P1","Calamospiza_melanocorys","A10","P1","LAT","O",-2.92,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-2.92,"km/year","Calamospiza_melanocorys","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Calamospiza","melanocorys","Calamospiza_melanocorys","vertebrate","endotherme","yes"
"A10_P1","Pitangus_sulphuratus","A10","P1","LAT","O",0.53,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.53,"km/year","Pitangus_sulphuratus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pitangus","sulphuratus","Pitangus_sulphuratus","vertebrate","endotherme","yes"
"A10_P1","Pyrocephalus_rubinus","A10","P1","LAT","O",0.45,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.45,"km/year","Pyrocephalus_rubinus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","rubinus","Pyrocephalus_rubinus","vertebrate","endotherme","yes"
"A10_P1","Nycticorax_nycticorax","A10","P1","LAT","O",-2.84,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-2.84,"km/year","Nycticorax_nycticorax","Species","Lise","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","nycticorax","Nycticorax_nycticorax","vertebrate","endotherme","yes"
"A10_P1","Ammodramus_leconteii","A10","P1","LAT","LE",2.92,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,2.92,"km/year","Ammodramus_leconteii","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","leconteii","Ammodramus_leconteii","vertebrate","endotherme","yes"
"A10_P1","Buteo_albicaudatus","A10","P1","LAT","O",0.44,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.44,"km/year","Buteo_albicaudatus","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Buteo","albicaudatus","Buteo_albicaudatus","vertebrate","endotherme","yes"
"A10_P1","Cistothorus_palustris","A10","P1","LAT","O",-1.57,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-1.57,"km/year","Cistothorus_palustris","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Cistothorus","palustris","Cistothorus_palustris","vertebrate","endotherme","yes"
"A10_P1","Passer_domesticus","A10","P1","LAT","O",0.38,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.38,"km/year","Passer_domesticus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","domesticus","Passer_domesticus","vertebrate","endotherme","yes"
"A10_P1","Falco_sparverius","A10","P1","LAT","LE",-3.87,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-3.87,"km/year","Falco_sparverius","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","sparverius","Falco_sparverius","vertebrate","endotherme","yes"
"A10_P1","Sitta_pygmaea","A10","P1","LAT","O",0.69,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.69,"km/year","Sitta_pygmaea","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","pygmaea","Sitta_pygmaea","vertebrate","endotherme","yes"
"A10_P1","Poecile_carolinensis","A10","P1","LAT","O",1.23,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.23,"km/year","Poecile_carolinensis","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","carolinensis","Poecile_carolinensis","vertebrate","endotherme","yes"
"A10_P1","Buteo_lagopus","A10","P1","LAT","O",5.51,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,5.51,"km/year","Buteo_lagopus","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Buteo","lagopus","Buteo_lagopus","vertebrate","endotherme","yes"
"A10_P1","Ammodramus_savannarum","A10","P1","LAT","O",1.84,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.84,"km/year","Ammodramus_savannarum","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","savannarum","Ammodramus_savannarum","vertebrate","endotherme","yes"
"A10_P1","Buteo_lineatus","A10","P1","LAT","O",-3.03,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-3.03,"km/year","Buteo_lineatus","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Buteo","lineatus","Buteo_lineatus","vertebrate","endotherme","yes"
"A10_P1","Buteo_lagopus","A10","P1","LAT","O",5.94,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,5.94,"km/year","Buteo_lagopus","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Buteo","lagopus","Buteo_lagopus","vertebrate","endotherme","yes"
"A10_P1","Centrocercus_urophasianus","A10","P1","LAT","O",-2.27,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-2.27,"km/year","Centrocercus_urophasianus","Species","Lise","Animalia","Chordata","Aves","Galliformes","Phasianidae","Centrocercus","urophasianus","Centrocercus_urophasianus","vertebrate","endotherme","yes"
"A10_P1","Troglodytes_aedon","A10","P1","LAT","O",-0.09,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.09,"km/year","Troglodytes_aedon","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Troglodytes","aedon","Troglodytes_aedon","vertebrate","endotherme","yes"
"A10_P1","Elanus_leucurus","A10","P1","LAT","O",2.55,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,2.55,"km/year","Elanus_leucurus","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","leucurus","Elanus_leucurus","vertebrate","endotherme","yes"
"A10_P1","Caracara_cheriway","A10","P1","LAT","LE",-30.54,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-30.54,"km/year","Caracara_cheriway","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Falconidae","Caracara","cheriway","Caracara_cheriway","vertebrate","endotherme","yes"
"A10_P1","Bubulcus_ibis","A10","P1","LAT","O",-0.95,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.95,"km/year","Bubulcus_ibis","Species","Lise","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Bubulcus","ibis","Bubulcus_ibis","vertebrate","endotherme","yes"
"A10_P1","Pica_nuttalli","A10","P1","LAT","O",-0.92,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-0.92,"km/year","Pica_nuttalli","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","nuttalli","Pica_nuttalli","vertebrate","endotherme","yes"
"A10_P1","Caracara_cheriway","A10","P1","LAT","O",-3.61,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-3.61,"km/year","Caracara_cheriway","Species","Lise","Animalia","Chordata","Aves","Falconiformes","Falconidae","Caracara","cheriway","Caracara_cheriway","vertebrate","endotherme","yes"
"A10_P1","Gallinago_gallinago","A10","P1","LAT","O",-4.7,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-4.7,"km/year","Gallinago_gallinago","Species","Lise","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","gallinago","Gallinago_gallinago","vertebrate","endotherme","yes"
"A10_P1","Tringa_flavipes","A10","P1","LAT","O",0.91,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.91,"km/year","Tringa_flavipes","Species","Lise","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","flavipes","Tringa_flavipes","vertebrate","endotherme","yes"
"A10_P1","Melospiza_melodia","A10","P1","LAT","O",0.32,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.32,"km/year","Melospiza_melodia","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","melodia","Melospiza_melodia","vertebrate","endotherme","yes"
"A10_P1","Picoides_scalaris","A10","P1","LAT","LE",-3.87,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-3.87,"km/year","Picoides_scalaris","Species","Lise","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","scalaris","Picoides_scalaris","vertebrate","endotherme","yes"
"A10_P1","Parus_inornatus","A10","P1","LAT","O",0.31,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.31,"km/year","Parus_inornatus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus","inornatus","Baeolophus_inornatus","vertebrate","endotherme","yes"
"A10_P1","Colaptes_auratus","A10","P1","LAT","O",7.42,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,7.42,"km/year","Colaptes_auratus","Species","Lise","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","auratus","Colaptes_auratus","vertebrate","endotherme","yes"
"A10_P1","Polioptila_melanura","A10","P1","LAT","LE",8.78,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,8.78,"km/year","Polioptila_melanura","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Polioptila","melanura","Polioptila_melanura","vertebrate","endotherme","yes"
"A10_P1","Anthus_rubescens","A10","P1","LAT","O",0.56,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.56,"km/year","Anthus_rubescens","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","rubescens","Anthus_rubescens","vertebrate","endotherme","yes"
"A10_P1","Euphagus_cyanocephalus","A10","P1","LAT","O",7.7,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_abundance","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,7.7,"km/year","Euphagus_cyanocephalus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","cyanocephalus","Euphagus_cyanocephalus","vertebrate","endotherme","yes"
"A10_P1","Tringa_melanoleuca","A10","P1","LAT","LE",-1.56,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,-1.56,"km/year","Tringa_melanoleuca","Species","Lise","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","melanoleuca","Tringa_melanoleuca","vertebrate","endotherme","yes"
"A10_P1","Melospiza_melodia","A10","P1","LAT","LE",0.95,NA,"km/year",NA,NA,NA,1975,2004,30,NA,"N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.95,"km/year","Melospiza_melodia","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","melodia","Melospiza_melodia","vertebrate","endotherme","yes"
"A10_P1","Calcarius_pictus","A10","P1","LAT","O",0.21,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,0.21,"km/year","Calcarius_pictus","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Calcarius","pictus","Calcarius_pictus","vertebrate","endotherme","yes"
"A10_P1","Setophaga_ruticilla","A10","P1","LAT","O",1.31,NA,"km/year",NA,NA,NA,1975,2004,30,"center_of_occurrence","N",0,1,0,0,0,1,0,1,"T","A",254,"MULTIPLE(continuous)",10,1975,2004,"abundance-based","RAW","yes","large",834.6827987,39.52959007,10.95786,0.025242316,0.014694566,4293,1.019699697,5.272221234,5635,NA,NA,NA,1.31,"km/year","Setophaga_ruticilla","Species","Lise","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","ruticilla","Setophaga_ruticilla","vertebrate","endotherme","yes"
